doc_id,source_tier,title,assigned_cluster_id,cluster_name,primary_keywords,cluster_description,locus_tag
B-GD-080,GDELT Trade News,Indian processed cereals and millet exporters hit by container inspection and sampling delay amid strict Australian Department of Agriculture and US FDA scrutiny,4,RoDTEP Reimbursement Delays & Working Capital Deficit,"rodtep, scrip, reimbursement, export duty, customs, delay",Prolonged delays in duty remission scrip issuance eroding liquidity and cash flow for small agricultural exporters.,gdelt-msme-trade-friction
B-GD-081,GDELT Trade News,Indian processed cereals and millet exporters hit by accreditation and laboratory cost inflation amid strict Australian Department of Agriculture and US FDA scrutiny,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,gdelt-msme-trade-friction
B-GD-082,GDELT Trade News,Indian processed cereals and millet exporters hit by buyer contract cancellation and payment freeze amid strict Australian Department of Agriculture and US FDA scrutiny,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,gdelt-msme-trade-friction
B-GD-083,GDELT Trade News,Indian dehydrated vegetables exporters hit by portal freeze and DSC error amid strict EU RASFF and Japanese MHLW scrutiny,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,gdelt-msme-trade-friction
B-GD-084,GDELT Trade News,Indian dehydrated vegetables exporters hit by laboratory testing bottleneck amid strict EU RASFF and Japanese MHLW scrutiny,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,gdelt-msme-trade-friction
B-GD-085,GDELT Trade News,Indian dehydrated vegetables exporters hit by border rejection and DWPE alert amid strict EU RASFF and Japanese MHLW scrutiny,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,gdelt-msme-trade-friction
B-GD-086,GDELT Trade News,Indian dehydrated vegetables exporters hit by traceability and geotagging hurdle amid strict EU RASFF and Japanese MHLW scrutiny,3,EUDR Deforestation & Geolocation Mapping Burdens,"eudr, deforestation, traceability, polygon, gps, geolocation",Plot-level GPS polygon mapping and traceability mandates imposed by European Union Deforestation Regulation.,gdelt-msme-trade-friction
B-GD-087,GDELT Trade News,Indian dehydrated vegetables exporters hit by audit scrutiny and scrip delay amid strict EU RASFF and Japanese MHLW scrutiny,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,gdelt-msme-trade-friction
B-GD-088,GDELT Trade News,Indian dehydrated vegetables exporters hit by container inspection and sampling delay amid strict EU RASFF and Japanese MHLW scrutiny,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,gdelt-msme-trade-friction
B-GD-089,GDELT Trade News,Indian dehydrated vegetables exporters hit by accreditation and laboratory cost inflation amid strict EU RASFF and Japanese MHLW scrutiny,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,gdelt-msme-trade-friction
B-GD-090,GDELT Trade News,Indian dehydrated vegetables exporters hit by buyer contract cancellation and payment freeze amid strict EU RASFF and Japanese MHLW scrutiny,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,gdelt-msme-trade-friction
B-YT-001,YouTube Practitioner Discourse,Error in E-BRC and E-BRC Cancellation | ebrc self generation process in dgft | #export,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-002,YouTube Practitioner Discourse,Demo on How to Apply for a new Advance Authorisation on the DGFT e-Platform,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-004,YouTube Practitioner Discourse,"GST Refund is stuck, due to EGM not filed | Understanding about Export General Manifest | #export",4,RoDTEP Reimbursement Delays & Working Capital Deficit,"rodtep, scrip, reimbursement, export duty, customs, delay",Prolonged delays in duty remission scrip issuance eroding liquidity and cash flow for small agricultural exporters.,youtube-practitioner-discourse
B-YT-005,YouTube Practitioner Discourse,How To Renew or Update Import Export Code Online | Modify Your IEC Code Online in Minutes Yourself,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-006,YouTube Practitioner Discourse,How to Update your IEC Code from DGFT,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-007,YouTube Practitioner Discourse,Import Export code update or modify online | update IEC online 2025 | Modify IEC code online ,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-008,YouTube Practitioner Discourse,Easy Steps for Updating the Importer-Exporter Code(IEC),1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-009,YouTube Practitioner Discourse,"IEC renew, update, or modify (Importer-Exporter Code), need to visit DGFT website",1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-010,YouTube Practitioner Discourse,Apeda Registration Online | E-Rcmc Apeda | Apeda Registration For Export | Rcmc Online | APEDA,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-011,YouTube Practitioner Discourse,APEDA Registration Online : Benefits of APEDA Registration | How To Apply APEDA RCMC,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-012,YouTube Practitioner Discourse,"Navigating APEDA: Unlocking Schemes, Benefits, and Registration | Agri produce exports | Eximbizz",0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,youtube-practitioner-discourse
B-YT-013,YouTube Practitioner Discourse,IEC Code registration process | IEC Code Apply Online in Hindi | Import Export Certificate,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-014,YouTube Practitioner Discourse,IEC Code Registration Process | Import Export License Apply Online | IEC Certification Apply Online,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-015,YouTube Practitioner Discourse,Apeda Registration online | Apeda RCMC | Apeda certificate for Export | RCMC Certificate for Export,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-016,YouTube Practitioner Discourse,What is APEDA? | Agricultural and Processed Food Products Export Development Authority | APEDA RCMC,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-017,YouTube Practitioner Discourse,ਬਾਸਮਤੀ ਨੇਕ ਬਲਾਸਟ ਕੰਟਰੋਲ CareFully control of Basmati Blast latest information 2025 ● Dr Ak Singh ,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,youtube-practitioner-discourse
B-YT-018,YouTube Practitioner Discourse,"जो यूरोप में ज़हर है, वो भारत में खाना कैसे?",0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,youtube-practitioner-discourse
B-YT-019,YouTube Practitioner Discourse,1718 pusa ka taruf.تعارف  part 1.pusa 1847,2,US FDA Import Alerts & Veterinary Drug Scrutiny,"fda, import alert, 16-12, 16-81, 16-35, chloramphenicol",Detention Without Physical Examination (DWPE) and intensive screening of marine shrimp consignments by US FDA.,youtube-practitioner-discourse
B-YT-020,YouTube Practitioner Discourse,1718pusa ke phele 30 din Inthai zrory .part6,2,US FDA Import Alerts & Veterinary Drug Scrutiny,"fda, import alert, 16-12, 16-81, 16-35, chloramphenicol",Detention Without Physical Examination (DWPE) and intensive screening of marine shrimp consignments by US FDA.,youtube-practitioner-discourse
B-YT-021,YouTube Practitioner Discourse,IEC Code registration process | IEC Code Apply Online in Hindi | Import Export Certificate,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-022,YouTube Practitioner Discourse,AD Code Export Import 💰 How to apply for AD code for foreign payments transactions #adcode #iec,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-023,YouTube Practitioner Discourse,Apply Import Export Code || IEC Registration Online || Fee just Rs 500 | IEC2022 | #IECCODE #dgft,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-024,YouTube Practitioner Discourse,Ad code registration with Kundigisign,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,youtube-practitioner-discourse
B-YT-025,YouTube Practitioner Discourse,HOW TO APPLY IEC REGISTRATION | HOW TO APPLY IMPORT EXPORT CODE REGISTRATION THROUGH DSC,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-026,YouTube Practitioner Discourse,Foreign Supplier Verification Program,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,youtube-practitioner-discourse
B-YT-027,YouTube Practitioner Discourse,Foreign Supplier Verification Program for Food Importers,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,youtube-practitioner-discourse
B-YT-028,YouTube Practitioner Discourse,FSVP: Unlock Global Markets Instantly with FSVPServices.com! 🌍🚀,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,youtube-practitioner-discourse
B-YT-029,YouTube Practitioner Discourse,FSMA Fridays January 2016 - FSMA Compliance Implementation Challenges and Guidance,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,youtube-practitioner-discourse
B-YT-030,YouTube Practitioner Discourse,FSVP Certification: Understanding FSVP Requirements for Importing Food Products,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,youtube-practitioner-discourse
B-YT-031,YouTube Practitioner Discourse,What&#39;s the catch to the EU&#39;s fishing policies?,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,youtube-practitioner-discourse
B-YT-032,YouTube Practitioner Discourse,Congressional Staff Briefing: IUU Fishing &amp; Traceability,3,EUDR Deforestation & Geolocation Mapping Burdens,"eudr, deforestation, traceability, polygon, gps, geolocation",Plot-level GPS polygon mapping and traceability mandates imposed by European Union Deforestation Regulation.,youtube-practitioner-discourse
B-YT-033,YouTube Practitioner Discourse,Fisheries and European standards,0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,youtube-practitioner-discourse
B-YT-034,YouTube Practitioner Discourse,"Fish, Trace, Ship Webinar - Navigating the New Seafood Export Rules - RECAP 17 December 2025",0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,youtube-practitioner-discourse
B-YT-035,YouTube Practitioner Discourse,"Fish, Trace, Ship Webinar - Navigating the New Seafood Export Rules - RECAP 10 December 2025",0,EU SPS & RASFF Border Rejections,"ethylene oxide, eto, aflatoxin, mrl, residue, rasff",Stringent EU border sampling and Maximum Residue Limit (MRL) enforcement on Indian spices and marine aquaculture.,youtube-practitioner-discourse
B-YT-036,YouTube Practitioner Discourse,GST IMPLICATION ON RoDTEP SCHEME - REPLACEMENT OF MEIS,4,RoDTEP Reimbursement Delays & Working Capital Deficit,"rodtep, scrip, reimbursement, export duty, customs, delay",Prolonged delays in duty remission scrip issuance eroding liquidity and cash flow for small agricultural exporters.,youtube-practitioner-discourse
B-YT-037,YouTube Practitioner Discourse,Webinar: Understanding RoDTEP and its Compliances,4,RoDTEP Reimbursement Delays & Working Capital Deficit,"rodtep, scrip, reimbursement, export duty, customs, delay",Prolonged delays in duty remission scrip issuance eroding liquidity and cash flow for small agricultural exporters.,youtube-practitioner-discourse
B-YT-038,YouTube Practitioner Discourse,📌15 Days Export Challenge Shipping Bill D7#youtubeshorts #shorts #trending #viral #viralvideo #short,1,DGFT / ICEGATE Portal Glitches & KYC Friction,"dgft, icegate, iec, rcmc, error, e-104",Technical server timeouts and database mismatch errors on statutory trade portals halting shipping bill generation.,youtube-practitioner-discourse
B-YT-039,YouTube Practitioner Discourse,Professional Opportunities in CUSTOMS &amp; FOREIGN TRADE POLICY | CA Ravi Kumar Somani &amp; CA Vini Patni,4,RoDTEP Reimbursement Delays & Working Capital Deficit,"rodtep, scrip, reimbursement, export duty, customs, delay",Prolonged delays in duty remission scrip issuance eroding liquidity and cash flow for small agricultural exporters.,youtube-practitioner-discourse
