doc_id,title,source_domain,url,publish_date,language,query_used,raw_text,firm_mentioned,iec_verification_status,verification_method,verification_date,enterprise_scale_tier,relevance_to_study
B-GD-031,Flying off the shelves : Why Indian mangoes are taking over global markets,businesstoday.in,https://www.businesstoday.in/india/story/flying-off-the-shelves-why-indian-mangoes-are-taking-over-global-markets-533248-2026-05-26,20260526T044500Z,English,India export APEDA,"Indian mangoes are once again dominating fruit shelves across global markets, with rising exports, premium pricing and growing demand from the Indian diaspora as well as foreign consumers developing a taste for the “king of fruits”. From the Gulf to Europe, Singapore and the United States, Indian mango varieties are increasingly being marketed as premium seasonal produce, turning the humble mango into a major agricultural export success story.

India remains the world’s largest mango producer, contributing nearly half of global mango production. While domestic consumption absorbs a large chunk of the harvest, exports have steadily climbed in recent years as logistics, irradiation facilities and cold-chain networks improve.

According to data from the Agricultural and Processed Food Products Export Development Authority (APEDA), India exported nearly 29,938 metric tonnes of fresh mangoes in FY 2024-25, generating around $56.5 million in export revenue.

The United Arab Emirates continues to be the largest overseas market for Indian mangoes. APEDA said India exported more than 12,000 metric tonnes of mangoes worth nearly $20 million to the UAE in 2024 alone, underlining the fruit’s strong demand in Gulf nations.

Guys, #indianmango fever has landed in Singapore. Mangoes from all states of India are flying off the shelves. Thanks to @protosphinx for sharing the story with us. HC Wong#mango #mangoexport @AgriGoI #fruit pic.twitter.com/vQWkjR5jN4

Beyond the Gulf, demand has expanded sharply in countries such as the US, UK, Qatar, Kuwait and Singapore. APEDA identifies the UAE, US, UK, Kuwait and Qatar among the top destinations for Indian mango exports.

The growing popularity is being fuelled by multiple factors — rising global interest in exotic fruits, the expanding Indian diaspora, aggressive branding campaigns by Indian missions abroad, and better air cargo connectivity that allows fresh mangoes to reach international markets faster.

A recent social media post by the Singapore High Commission in India captured this enthusiasm. The post noted that mangoes from various Indian states were “flying off the shelves” in Singapore, reflecting how Indian mangoes have become a seasonal attraction in the Southeast Asian nation.

India exports a wide range of mango varieties depending on regional tastes and pricing. The most internationally recognised remains the Alphonso mango from Maharashtra, often marketed as the “King of Mangoes” for its rich aroma and creamy texture.

Indian Mango Magic @ Seattle!
1st day, 1st show: all Kesar Mangoes sold out within hours!
Please do watch:@AmbVMKwatra @IndianEmbassyUS @MEAIndia @APEDADOC @DoC_GoI @mygovindia @ANI @DDNewslive @airnewsalerts @PTI_News pic.twitter.com/GCgmgBSoeq

But exporters say global buyers are increasingly diversifying their preferences. Kesar mangoes from Gujarat, Totapuri from South India, and North Indian varieties such as Langra and Chausa are finding larger overseas audiences.

APEDA’s market assessments indicate that cheaper varieties such as Kesar are gaining traction because they are significantly more affordable than premium Alphonso mangoes, making them attractive in price-sensitive international markets.

Premium GI-tagged mangoes are also being promoted aggressively abroad. In July 2025, APEDA organised “Indian Mango Mania 2025” in Abu Dhabi, showcasing several premium and geographically-indicated mango varieties to global consumers.

India’s mango export ecosystem has evolved rapidly over the past decade. Exporters are investing in improved packaging, ripening infrastructure and compliance with strict phytosanitary standards required by Western countries.

Industry studies suggest the export value chain now involves a sophisticated network of farmers, aggregators, irradiation centres, freight operators and overseas retailers.

Government-backed export promotion has also played a major role. APEDA and Indian embassies abroad have increased promotional campaigns, food festivals and retail tie-ups to position Indian mangoes as premium produce in foreign supermarkets.

HE @AmbGVSrinivas inaugurated the 23rd edition of the Mango Mania festival at Lulu Hypermarket in Muscat yesterday. This year, the annual event showcased over 50 premium mango varieties from India, alongside selections from across the globe. In addition to fresh fruit, the… pic.twitter.com/it7ijRisan

India’s broader fresh fruit and vegetable exports crossed $1.8 billion in FY 2024-25, with mangoes remaining among the flagship fruit exports from the country.

Despite booming demand, exporters still face challenges including short harvesting windows, high air freight costs and strict import regulations in some countries.

Competition from other mango-exporting nations such as Mexico, Brazil, Thailand and Peru is also intensifying. Global projections suggest mango exports worldwide are expected to keep growing over the next few years as international consumption rises.",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-032,"Jharkhand Aamrapali mangoes reach united kingdom markets , says Piyush Goyal",aninews.in,https://aninews.in/news/business/jharkhands-aamrapali-mangoes-reach-uk-markets-says-piyush-goyal20260606175339/,20260606T133000Z,English,India export APEDA,"ANI |
 Updated: Jun 06, 2026 17:53  IST

New Delhi [India], June 6 (ANI): Aamrapali mangoes grown by a women led farmer producer company in Jharkhand's Simdega district are reaching the United Kingdom, Union Commerce and Industry Minister Piyush Goyal said on Saturday, highlighting the growing global footprint of India's agricultural exports.Sharing the development on social media platform X, Goyal described it as ""a powerful example of Local Goes Global.""""Aamrapali mangoes grown by the women farmer producer company of Simdega, Jharkhand, are reaching the United Kingdom,"" the minister said.He credited the Agricultural and Processed Food Products Export Development Authority (APEDA) for supporting the initiative and helping farmers access overseas markets.

""Through the continuous efforts of APEDA, farmers are getting better prices, women are gaining a new identity, and India's agricultural exports are gaining new momentum,"" Goyal said in the post.The minister said the export of mangoes from Simdega reflects how local agricultural produce is finding opportunities in international markets while creating economic benefits for farmers.According to Goyal, the initiative is helping improve earnings for growers while also strengthening the role of women in the agricultural value chain.The development comes as India continues to push for higher agricultural exports and greater participation of farmer-producer organisations in global markets.APEDA, which functions under the Ministry of Commerce and Industry, promotes the export of agricultural and processed food products from India and supports farmers and producer groups in accessing international markets. (ANI)",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-033,"Govt facilitates shipment of Banganapalle mangoes to Singapore , Farmers earn twice of domestic price",aninews.in,https://aninews.in/news/business/govt-facilitates-shipment-of-banganapalle-mangoes-to-singapore-farmers-earn-twice-of-domestic-price20260625132103/,20260625T091500Z,English,India export APEDA,"ANI |
 Updated: Jun 25, 2026 13:21  IST

New Delhi [India], June 25 (ANI): The Agricultural and Processed Food Products Export Development Authority (APEDA), under the Ministry of Commerce and Industry, has facilitated the first commercial sea shipment of premium Banganapalle mangoes from India to Singapore, marking a significant step in promoting cost-effective and sustainable exports of Indian horticultural produce.According to an official statement issued by the Ministry of Commerce and Industry on Thursday, the consignment comprised 5 metric tonnes (MT) of Banganapalle mangoes exported by M/s Osum Food Solutions LLP. The shipment was dispatched on June 11, 2026, and arrived in Singapore on June 24, 2026.The ministry said, ""the Agricultural and Processed Food Products Export Development Authority (APEDA), under the Ministry of Commerce & Industry, in collaboration with the ICAR-Central Institute for Subtropical Horticulture (CISH), Lucknow, has successfully facilitated the first commercial sea shipment of premium Banganapalle mangoes from India to Singapore"".The ministry said the initiative is aimed at expanding market access for premium Indian mangoes while promoting sea freight as a viable export option.The mangoes were sourced from Good Agricultural Practices (GAP)-certified orchards in Andhra Pradesh and were processed and packed at an APEDA-recognised packhouse in Karnataka. The entire consignment was handled in accordance with the quality and phytosanitary requirements prescribed by Singapore.

Upon arrival, Singapore-based importer EC-Links Pte Ltd reported excellent fruit quality. The importer appreciated the mangoes for their sweetness, uniform ripening, shelf life and overall phytosanitary condition.The ministry noted that the consignment successfully met all import requirements, demonstrating the effectiveness of scientific post-harvest management practices and cold-chain logistics during sea transportation.The export also resulted in higher returns for farmers. While domestic market prices for the variety ranged between Rs 25 and Rs 26 per kilogram, the export consignment realised approximately Rs 50 per kilogram, nearly doubling farm-gate returns and creating additional value for growers.According to the statement, the successful shipment highlights the growing potential of sea freight as a cost-effective, environmentally sustainable and commercially scalable mode of transport for fresh fruits.Supported by cold-chain infrastructure, scientific handling practices and efficient logistics management, maritime transport can help strengthen the competitiveness of Indian horticultural exports in global markets.Banganapalle is one of India's most popular mango varieties and is known for its golden-yellow colour, pleasant aroma, fibreless pulp and rich sweetness. The variety enjoys strong demand in international markets and offers significant potential for further growth in exports.The ministry said APEDA has been actively promoting sea freight for fresh fruit and vegetable exports through market development initiatives, infrastructure support and capacity-building measures. (ANI)",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-034,India mango exports reach 45 countries ; shipments to US likely to grow over 30 % this season : APEDA chief,thehindubusinessline.com,https://www.thehindubusinessline.com/economy/agri-business/indias-mango-exports-reach-45-countries-shipments-to-us-likely-to-grow-over-30-this-season-apeda-chief/article71112114.ece,20260617T101500Z,English,India export APEDA,"The rise in mango exports comes amid strong growth in India’s agricultural and processed food exports, which reached $53 billion in the last financial year.
																															| Photo Credit:
											S_K_ Dinesh

India's mango exports have expanded to more than 45 countries this season, with shipments to the United States already surpassing last year's full-season volumes nearly a month before the season concludes, APEDA Chairman Abhishek Dev said.

In an interview with ANI, Dev said exports to the US, the world's largest mango importer, are on track to grow by more than 30 per cent this season based on current trends.

To sustain this momentum, the Agricultural and Processed Food Products Export Development Authority (APEDA) has launched mango promotion campaigns across major US cities, which includes Seattle, Los Angeles, Washington, New York and Atlanta.

Furthermore, the push extends beyond the US as well, with promotional events held in nearly 20 countries this year, including the Czech Republic, Malaysia, Spain, the UAE and Oman. Dev said he expects India's overall mango exports to double over the next one to two years on the back of this expanded outreach.

The rise in mango exports comes amid strong growth in India's agricultural and processed food exports, which reached $53 billion in the last financial year. This has helped India maintain its position among the world's top 10 agricultural exporters despite competition from countries such as the US, Brazil, China and members of the European Union.

Dev said India's export basket has also become more diversified over the years. The number of products exported has increased from around 280 a decade ago to nearly 500 today, out of a possible 790 products listed under APEDA's schedule.

On market access, Dev highlighted several recent achievements. Russia has opened its market to Indian potatoes and pomegranates, Vietnam has granted market access for Indian grapes, and Australia has approved imports of Indian pomegranates.

APEDA has also been showcasing exporters at major international fairs such as Gulfood and Biofach, where India was a partner country, to build on this growth.

Comments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines   for posting your comments.

We have migrated to a new commenting platform. If you are already a registered user of TheHindu Businessline and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.

Terms & conditions  |  Institutional Subscriber",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-035,APEDA facilitates first commercial export of GI - tagged Rewa Sundarja mangoes to UAE,aninews.in,https://aninews.in/news/business/apeda-facilitates-first-commercial-export-of-gi-tagged-rewa-sundarja-mangoes-to-uae20260627150013/,20260627T100000Z,English,India export APEDA,"ANI |
 Updated: Jun 27, 2026 15:00  IST

New Delhi [India], June 27 (ANI): The first commercial export of Geographical Indication (GI)-tagged Rewa Sundarja mangoes from Madhya Pradesh has been shipped to the United Arab Emirates (UAE), with farmers receiving up to 50 per cent higher prices than the prevailing local market rate, according to a Commerce Ministry release issued on Saturday.The Agricultural and Processed Food Products Export Development Authority (APEDA), under the Ministry of Commerce and Industry, facilitated the export of the one-metric-tonne consignment, which was shipped to the UAE on June 26.According to the release, the initiative has already translated into better returns for growers. ""While the prevailing market price of Rewa Sundarja Mangoes in the local market is approximately ₹100 to ₹110 per kilogram, the exporter procured the produce at ₹150 per kilogram. This premium of ₹40 to ₹50 per kilogram directly benefits farmers, demonstrating the economic advantages of integrating growers into export-orientated value chains.""The ministry said the shipment marks ""the beginning of the international journey of the Rewa Sundarja Mango"" and is expected to pave the way for regular exports in the coming seasons.The export consignment comprised premium-quality GI-tagged Rewa Sundarja mangoes sourced from Seondha Farmer Producer Company Limited and progressive farmer Sonu Gupta from Govindgarh in Rewa district. The mangoes were graded, sorted and packed at an APEDA-facilitated pack house in Bhadohi, Uttar Pradesh, before being airlifted from Varanasi to the UAE.

Highlighting the significance of the export, the ministry said the successful shipment ""marks a significant milestone in promoting India's unique agricultural products in global markets"".The release added that the commercial export underscores the role of GI registration in building a distinct identity for region-specific agricultural products in overseas markets.""Rewa Sundarja Mango, known for its exceptional sweetness, rich aroma, fibreless pulp and distinctive flavour, possesses significant export potential. The commercial export is expected to enhance the global recognition of this indigenous variety while positioning Madhya Pradesh as an emerging hub for premium mango exports,"" the ministry said.APEDA said it has worked with the Madhya Pradesh Horticulture Department, exporters, Farmer Producer Organisations (FPOs), pack house operators and international buyers over the past several months to establish export linkages for the premium mango variety.The authority said it will continue supporting exports of GI-tagged agricultural products by strengthening export infrastructure, ensuring compliance with international quality standards and developing overseas market linkages while creating better income opportunities for farmers. (ANI)",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-036,Ladakhi apricots get global push with 1000 MT export deal,tribuneindia.com,https://www.tribuneindia.com/news/j-k/ladakhi-apricots-get-global-push-with-1000-mt-export-deal/,20260416T233000Z,English,India export APEDA,"A Ladakh administration spokesperson said that following a strong push by Lieutenant Governor Vinai Kumar Saxena for promoting branding and export of Ladakh’s GI-tagged “Raktsey Karpo” apricot variety, as well as the region-specific “Halman” variety, the MoU marks a historic first for the region.

“This export volume is a quantum jump from just 1,500 kg of apricots exported over the last two years,” the spokesperson said.

Saxena on Wednesday held a meeting with representatives of Lulu Retail and Agricultural and Processed Food Products Export Development Authority (APEDA) to finalise export potential.

The MoU was signed through the APEDA and the Ministry of Food Processing Industries (MoFPI), Government of India. It was signed by Bhupesh Chaudhary, Secretary, Horticulture, UT Administration, and Salim MA, Group Director – Global Operations, Lulu Retail, in the presence of the Lieutenant Governor.

Officials said Lulu Retail will procure at least 1,000 MT of apricots from farmers in Ladakh this season and handle processing, packaging, and international marketing while maintaining Ladakh’s identity.

Currently, farmers face challenges in sorting, cleaning, packaging, and marketing apricots using traditional methods, often leading to heavy losses.

“With the MoU in place, farmers will hand over their orchards at harvest time to the exporter, who will take care of plucking, sorting, processing, packaging, transportation, and marketing in international markets,” the spokesperson said.

The Lieutenant Governor said this would ensure minimal losses and fair pricing for farmers.

“The unique apricots of Ladakh are an agricultural heritage of the region. The MoU aims to tap the immense yet underutilised potential of apricot cultivation, ensuring better pricing for farmers while strengthening Ladakh’s national and international recognition,” Saxena said during a national workshop on “Enhancing Apricot Cultivation and Value Chain in Ladakh.”

Calling the MoU “historic,” he said it would open international export channels and directly benefit farmers. He added that efforts are also underway to market Ladakhi apples abroad.

The Tribune, now published from Chandigarh, started publication on February 2, 1881, in Lahore (now in Pakistan). It was started by Sardar Dyal Singh Majithia, a public-spirited philanthropist, and is run by a trust comprising five eminent persons as trustees.The Tribune, the largest selling English daily in North India, publishes news and views without any bias or prejudice of any kind. Restraint and moderation, rather than agitational language and partisanship, are the hallmarks of the newspaper. It is an independent newspaper in the real sense of the term.The Tribune has two sister publications, Punjabi Tribune (in Punjabi) and Dainik Tribune (in Hindi).

Remembering Sardar Dyal Singh Majithia",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-037,Indonesia introduces new quota system for peanut imports - The HinduBusinessLine,thehindubusinessline.com,https://www.thehindubusinessline.com/economy/agri-business/indonesia-introduces-new-quota-system-for-peanut-imports/article70913710.ece,20260428T043000Z,English,India export APEDA,"Indonesia has come up with a quota system for peanut (groundnut) imports that could impact Indian exports as it has tightened quality norms.

Jakarta came up with a Ministerial Regulation during the weekend, which permits loading of non-quota peanuts until May 7.

“Usually, the trade gets 90 days to prepare for such changes. But this Regulation has given only 14 days for the preparation,” said a trading source from Singapore, who did not wish to be identified.

The new regulation has been introduced to help improve the domestic production of agricultural produce such as peanuts. However, the most difficult part of this regulation is that exporters to Indonesia have to get a global Good Agricultural Practices (GAP) certification.

“Getting such a certification takes 3 to 6 months. It is not easy to obtain,” said the source.

This will mean that no peanut exports will be possible over the next 3-6 months. “This will lead to a sharp increase in prices, maybe 60-80 per cent and even double. No country will be able to meet this requirement,” said the source.

Though this quota applies to all countries, India, as the largest exporter to Indonesia, could be badly affected, said a South India-based trader.

The Singapore source said this nullifies the efforts of the Agricultural and Processed Food Products Export Development Authority (APEDA) to export peanuts to Indonesia.

“This is because the new regulation applies to all. The new quota regime will apply to peanut kernels as well as peanut in shell,” said the source, adding that it does not apply to roasted peanuts. However, imports of roasted peanuts into Indonesia will not need a specific factory licence.

This would be another stiff hurdle that will force peanut imports into Jakarta to face headwinds.

Indonesia suspended groundnut imports from September 2 last year for non-compliance with quality standards, particularly due to high aflatoxin levels. Exporters, however, disputed Jakarta’s delayed process in notifying the presence of aflatoxins in their groundnut shipments. Exporters said there were a couple of issues with Indonesia’s handling of the groundnut import issue from India. Indian exporters alleged that they find problems with Indonesia’s testing standards, which they say do not conform to standards defined by the World Trade Organisation (WTO).

But Indian exports resumed in November after Indonesian authorities carried out inspections in facilities across the country. After the visit, Indonesia came up with norms such as geo-tagging. It also tightened norms for aflatoxin. The maximum limit for aflatoxin was fixed at 15 parts per billion (ppb), which exporters said would be tough to meet.

The procedures were stiff, and Jakarta reduced the list of exporters to about 75. This led to some shippers losing interest in exporting peanuts to Indonesia.

Indonesia imported a third of India’s groundnut shipments over the past few years. In 2024-25, it imported 2.77 lakh tonnes of peanuts valued at $280 million, of the total 7.46 lakh tonnes valued at $795 million shipped out by India.

During the April-February period of 2025-26, Jakarta purchased 1.54 lakh tonnes of peanuts valued at $161.52 million. India’s peanut exports during the period were 6.34 lakh tonnes, valued at $655.54 million.

Comments have to be in English, and in full sentences. They cannot be abusive or personal. Please abide by our community guidelines   for posting your comments.

We have migrated to a new commenting platform. If you are already a registered user of TheHindu Businessline and logged in, you may continue to engage with our articles. If you do not have an account please register and login to post comments. Users can access their older comments by logging into their accounts on Vuukle.

Terms & conditions  |  Institutional Subscriber",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-038,APEDA facilitates first sea export of millet foods to New Zealand,news.webindia123.com,https://news.webindia123.com/news/Articles/Business/20260604/4458526.html,20260604T154500Z,English,India export APEDA,"Millets have become a key part of India's agricultural exports owing to their nutritional value, climate resilience and growing demand in international markets. Furthermore, the production and export of value-added millet products are creating new growth opportunities for farmers, food processors and exporters, while contributing to the expansion of India's agri-food export portfolio.""The development and export of value-added millet products are creating new opportunities for farmers, food processors and exporters while contributing to the diversification and expansion of India's agri-food exports,"" the release added. ""The export consignment, comprising one metric tonne of value-added millet-based products, was shipped by M/s Infini Agrotek LLP, Bengaluru,"" the release said. As per the Ministry, the shipment reflects that demand for millet-based products made from India's traditional grains is increasing around the world, highlighting new opportunities for exporting higher-value agricultural products from India.""The shipment reflects the growing global demand for innovative millet-based products derived from India's traditional grains and underscores the expanding opportunities for value-added agricultural exports from the country,"" the release said. As per the release, the export of botanical-infused millet functional foods further reflects the growing potential of India's value-added agricultural products, which will likely benefit millet-growing farmers through enhanced demand and improved market access. ""Such initiatives contribute to strengthening India's agri-export ecosystem while generating opportunities across the millet value chain,"" the release said. Praising the initiative via social media, Piyush Goyal, Union Minister of Commerce & Industry, said, ""Small grain making big global impact!   Kudos to @APEDADOC for facilitating the first-ever sea shipment of botanical-infused ready-to-cook millet functional foods from India to New Zealand."" ""The Modi Government's efforts to popularise 'Shree Anna' globally continue to create new opportunities for our farmers and entrepreneurs,"" he added. (ANI)

Millets have become a key part of India's agricultural exports owing to their nutritional value, climate resilience and growing demand in international markets. Furthermore, the production and export of value-added millet products are creating new growth opportunities for farmers, food processors and exporters, while contributing to the expansion of India's agri-food export portfolio.

""The development and export of value-added millet products are creating new opportunities for farmers, food processors and exporters while contributing to the diversification and expansion of India's agri-food exports,"" the release added.

""The export consignment, comprising one metric tonne of value-added millet-based products, was shipped by M/s Infini Agrotek LLP, Bengaluru,"" the release said.

As per the Ministry, the shipment reflects that demand for millet-based products made from India's traditional grains is increasing around the world, highlighting new opportunities for exporting higher-value agricultural products from India.

""The shipment reflects the growing global demand for innovative millet-based products derived from India's traditional grains and underscores the expanding opportunities for value-added agricultural exports from the country,"" the release said.

As per the release, the export of botanical-infused millet functional foods further reflects the growing potential of India's value-added agricultural products, which will likely benefit millet-growing farmers through enhanced demand and improved market access.

""Such initiatives contribute to strengthening India's agri-export ecosystem while generating opportunities across the millet value chain,"" the release said.

Praising the initiative via social media, Piyush Goyal, Union Minister of Commerce & Industry, said, ""Small grain making big global impact!   Kudos to @APEDADOC for facilitating the first-ever sea shipment of botanical-infused ready-to-cook millet functional foods from India to New Zealand.""

""The Modi Government's efforts to popularise 'Shree Anna' globally continue to create new opportunities for our farmers and entrepreneurs,"" he added. (ANI)",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-039,"India retains EU export rights for seafood , honey , eggs and animal casings after September",aninews.in,https://aninews.in/news/business/india-retains-eu-export-rights-for-seafood-honey-eggs-and-animal-casings-after-september20260608190042/,20260608T143000Z,English,India export MPEDA,"ANI |
 Updated: Jun 08, 2026 19:00  IST

New Delhi [India], June 8 (ANI): India has secured continued access to the European Union for key agri and marine exports, with Brussels confirming that Indian shipments of aquaculture products, honey, eggs and animal casings will remain authorised under the bloc's tightened AMR-linked rules beyond September 2026.According to a press release by The Ministry of Commerce and Industry, the decision prevents a potential disruption to India's $1.59 billion fisheries trade with the EU and gives exporters clarity on compliance requirements under the amended regulatory framework.""The European Union has notified an amendment to Regulation (EU) 2021/405 through Commission Implementing Regulation (EU) 2026/1189 in view of growing concerns relating to Antimicrobial Resistance (AMR),"" the release said. The revised regulation will come into effect from September 2026 and lays down additional requirements for countries exporting specified animal-origin products to the European Union.

India's inclusion in the list of authorised countries ensures continuity of exports of these products to the European Union market beyond September 2026. This is particularly significant for the fisheries sector, as exports of fish and fishery products from India to the European Union are currently valued at approximately USD 1.59 billion.The development is the result of sustained efforts by the Department of Commerce, Ministry of Commerce & Industry, Government of India, in close coordination with the Export Inspection Council (EIC) and other stakeholders. The Department of Commerce has been actively engaging with the European Commission to address regulatory requirements and market access issues, while the EIC has strengthened India's Official Control System through enhanced inspection, testing and certification mechanisms in line with European Union regulations.The Department of Commerce, along with the Export Inspection Council and other stakeholders, including the Marine Products Export Development Authority (MPEDA), will continue to work closely with EU-approved establishments and regulatory authorities to ensure smooth implementation of the regulatory requirements and maintain high standards of quality and food safety in export products.India's inclusion under the amended European Union regulation is expected to facilitate continued market access for Indian exporters, support trade growth and create new opportunities across the concerned sectors.""The Government of India remains committed to promoting exports, strengthening institutional capacities and deepening economic cooperation with key trading partners, including the European Union,"" the Ministry said in its press release. (ANI)",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-040,"Seafood exports surpass Rs 72 , 000 crore in FY26 , frozen shrimp growth driver",ianslive.in,https://ianslive.in/seafood-exports-surpasses-rs-72000-crore-in-fy26-frozen-shrimp-growth-driver--20260422091007,20260422T040000Z,English,India export MPEDA,"New Delhi, April 22 (IANS) India’s seafood exports surged to a record Rs 72,325.82 crore ($8.28 billion) in FY26, with volumes reaching 19.32 lakh metric tonnes, according to provisional data released by the Marine Products Export Development Authority (MPEDA).

Frozen shrimp remained the primary growth driver, contributing Rs 47,973.13 crore ($5.51 billion), accounting for over two-thirds of total export earnings.

Shipments of shrimp grew 4.6 per cent in volume and 6.35 per cent in value, reinforcing its dominance in India’s marine products export basket, according to the Ministry of Fisheries, Animal Husbandry and Dairying.

According to an official statement, the US retained its position as the largest export destination, with imports totalling $2.32 billion. However, shipments to the US declined by 19.8 per cent in volume and 14.5 per cent in value, reflecting primarily the impact of reciprocal tariffs.

This decline was offset by robust growth in alternative markets such as China, EU and Southeast Asian countries.

Exports to China, the second-largest destination, rose 22.7 per cent in value and 20.1 per cent in volume.

The European Union posted strong gains, with exports increasing by 37.9 per cent in value and 35.2 per cent in volume.

Southeast Asia also recorded significant expansion, with growth of over 36.1 per cent and 28.2 per cent in value and volume, respectively.

“Exports to Japan grew 6.55 per cent by value, while those to West Asia showed a marginal decline of 0.55 per cent, due to the turmoil in the region during the fag end of the financial year,” said the statement.

On the product side, exports of frozen fish, squid, cuttlefish, dried items, and live products showed positive momentum, while chilled products declined.

The export of the surimi, fishmeal and fish oil reported improved performance.

The top five ports — Vizag, JNPT, Kochi, Kolkata and Chennai — accounted for nearly 64 per cent of total export value, highlighting their continued importance in India’s seafood export supply chain.

The government has initiated a series of targeted measures aimed at strengthening fisheries and aquaculture, modernising value chains and expanding seafood exports.",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-041,Italy : From  Melodi  camaraderie to strategic deals : Key takeaways from PM Modi Italy visit | India News,timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/india/from-melodi-camaraderie-to-strategic-deals-key-takeaways-from-pm-modis-italy-visit/articleshow/131239209.cms,20260521T044500Z,English,India export MPEDA,"The TOI News Desk comprises a dedicated and tireless team of journalists who operate around the clock to deliver the most current and comprehensive news and updates to the readers of The Times of India worldwide. With an unwavering commitment to excellence in journalism, our team is at the forefront of gathering, verifying, and presenting breaking news, in-depth analysis, and insightful reports on a wide range of topics. The TOI News Desk is your trusted source for staying informed and connected to the ever-evolving global landscape, ensuring that our readers are equipped with the latest developments that matter most.""Read More",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
B-GD-042,MP Trader Welfare Board Set Up Under CM Mohan Yadav Chairmanship,freepressjournal.in,https://www.freepressjournal.in/bhopal/mp-traders-welfare-board-set-up-under-cm-mohan-yadavs-chairmanship,20260521T171500Z,English,India export FSSAI,"Bhopal (Madhya Pradesh): State Traders' Welfare Board has been set up under the chairmanship of Chief Minister Mohan Yadav.

The minister for micro, small, and medium enterprises (MSME), Chatanya Kashyap, will be a member of the board.

Yadav and Kashyap will nominate ten members to the board. The other members of the committee will be its authorised members from industries; MSME; the officers of commercial taxes department; finance; agriculture; health; public works; mining; energy; renewable energy; animal husbandry; fishermen's welfare; science and technology; aviation; cottage and village industries; technical education; tourism; the CEO of Rajya Niti Ayog; the regional head of RBI; the regional officer of NHAI; the senior manager of the Bharatiya Container Corporation; the CGM of NABARD; the branch manager of Export Credit Guarantee Corporation (ECGC); the regional head of Agricultural and Processed Food Products Export Development Authority (APEDA); the commissioner of Food Safety and Standards Authority of India (FSSAI); and the CEO of State Rural Livelihood Mission.

The chief executive officer of the Institute of Good Governance and the director of the Academy of Administration will be the ex officio members of the board.

State heads of the CII, FICCI, Fish Oil Emulsifier, Dikko, Laghu Udyog Bharti and other state-level organisations will be its ex officio members. The managing director of MPSEDC will be the member secretary of the committee. A meeting of the board will be held once in every three months.",None (Generalized MSMEs),N/A - No Firm Mentioned,N/A,2026-07-08,not-applicable,MSME-instance (target population under study)
