doc_id,corpus_tier,source_name_instrument_body,title_url_query,retrieval_date_format_language,production_context,dqa_context_score,dqa_content_score,full_text_available,locus_tag,source_topic_tag,verification_logic,deident_status,access_status_notes,firm_mentioned,iec_verification_status,verification_method,verification_date,relevance_to_study,corpus_role,enterprise_scale_tier,scale_evidence,hurdle_scale_coupled,publication_date,dqa_content_notes
A-FDA-006,A,US FDA Food Safety Modernization Act (FSMA) Guidance Portal,https://www.fda.gov/food/guidance-regulation-food-and-dietary-supplements/registration-food-facilities-and-other-submissions,2026-07-03 / html / English,Derived regulatory orientation summary (per Section 6.1): Statutory US FDA enforcement record / guidance from US FDA Food Safety Modernization Act (FSMA) Guidance Portal: FDA FSMA Section 415 Foreign Food Facility Registration Guidance & US Agent Designation,"A,A,A,A,A,A","A,A,A,A,A,A",derived-summary (Section 6.1),institutional-voids,fsma-facility-registration-us-agent,facility-and-process,not-required,retrieved (HTTP 200),N/A - Corpus A Statutory Instrument,Verified - Institutional Source,Official Gazette / Regulatory Portal Check,2026-07-07,statutory-governance-framework (macro-level regulatory context),,N/A (Corpus A),,,,
A-EUMOFA-001,A,EUMOFA (European Commission Directorate-General for Maritime Affairs and Fisheries DG MARE),https://www.eumofa.eu/market-analysis,2026-07-03 / html / English,Derived regulatory orientation summary (per Section 6.1): Statutory EU scientific/market analysis report from EUMOFA (European Commission Directorate-General for Maritime Affairs and Fisheries DG MARE): EUMOFA European Market Observatory for Fisheries and Aquaculture - Price Report & Import Trends,"A,A,A,A,A,A","A,A,A,A,A,A",derived-summary (Section 6.1),institutional-voids,eumofa-marine-market-analysis,catch-legality-aquaculture,not-required,retrieved (HTTP 200),N/A - Corpus A Statutory Instrument,Verified - Institutional Source,Official Gazette / Regulatory Portal Check,2026-07-07,statutory-governance-framework (macro-level regulatory context),,N/A (Corpus A),,,,
A-EFSA-001,A,European Food Safety Authority (EFSA Scientific Journal),https://www.efsa.europa.eu/en/publications,2026-07-03 / html / English,Derived regulatory orientation summary (per Section 6.1): Statutory EU scientific/market analysis report from European Food Safety Authority (EFSA Scientific Journal): EFSA Scientific Report - European Union Annual Report on Veterinary Drug Residues in Food and Animals,"A,A,A,A,A,A","A,A,A,A,A,A",derived-summary (Section 6.1),institutional-voids,efsa-veterinary-residue-surveillance,residue-and-mrl,not-required,retrieved (HTTP 200),N/A - Corpus A Statutory Instrument,Verified - Institutional Source,Official Gazette / Regulatory Portal Check,2026-07-07,statutory-governance-framework (macro-level regulatory context),,N/A (Corpus A),,,,
A-RASFF-001,A,European Commission Rapid Alert System for Food and Feed (RASFF Portal),https://webgate.ec.europa.eu/rasff-window/portal/?event=searchResultList,2026-07-03 / csv / English,Derived regulatory orientation summary (per Section 6.1): Statutory EU audit/enforcement dataset from European Commission Rapid Alert System for Food and Feed (RASFF Portal): RASFF Portal Structured Notification Data Export - Indian Spices & Marine Aquaculture Products,"A,A,A,A,A,A","A,A,A,A,A,A",derived-summary (Section 6.1),inductive-other,rasff-origin-level-structured-data,catch-legality-aquaculture,not-required,retrieved (HTTP 200),N/A - Corpus A Statutory Instrument,Verified - Institutional Source,Official Gazette / Regulatory Portal Check,2026-07-07,statutory-governance-framework (macro-level regulatory context),,N/A (Corpus A),,,,
A-SANTE-001,A,European Commission Directorate-General for Health and Food Safety (DG SANTE Audit Reports),https://ec.europa.eu/food/audits-analysis/audit_reports/details.cfm?rep_id=7891,2026-07-03 / txt / English,Derived regulatory orientation summary (per Section 6.1): Statutory EU audit/enforcement dataset from European Commission Directorate-General for Health and Food Safety (DG SANTE Audit Reports): DG SANTE Final Audit Report - Evaluating Fishery & Aquaculture Export Controls in India (DG(SANTE)/2024-7891),"A,A,A,A,A,A","A,A,A,A,A,A",derived-summary (Section 6.1),institutional-voids,dg-sante-country-audit-india,catch-legality-aquaculture,not-required,retrieved (HTTP 200),N/A - Corpus A Statutory Instrument,Verified - Institutional Source,Official Gazette / Regulatory Portal Check,2026-07-07,statutory-governance-framework (macro-level regulatory context),,N/A (Corpus A),,,,
A-EUMOFA-002,A,EUMOFA (European Commission DG MARE),https://www.eumofa.eu/publications,2026-07-03 / txt / English,Derived regulatory orientation summary (per Section 6.1): Statutory EU audit/enforcement dataset from EUMOFA (European Commission DG MARE): EUMOFA Comprehensive Marine Study - Supply Chain Economics & Import Tariff Realization for Warmwater Shrimp,"A,A,A,A,A,A","A,A,A,A,A,A",derived-summary (Section 6.1),institutional-voids,eumofa-shrimp-supply-chain-study,catch-legality-aquaculture,not-required,retrieved (HTTP 200),N/A - Corpus A Statutory Instrument,Verified - Institutional Source,Official Gazette / Regulatory Portal Check,2026-07-07,statutory-governance-framework (macro-level regulatory context),,N/A (Corpus A),,,,
RCAC-001,A,APEDA Official Portal / AgriExchange,https://apeda.gov.in/sites/default/files/documents/2026-03/Advisory_Rice_Exports_Lebanon.pdf,2026-07-06 / pdf / English,Statutory APEDA RCAC rice export advisory: Advisory for Rice Exports to Lebanon -reg.,"A,A,A,A,A,A","A,A,A,A,A,A",yes,inductive-other,rcac-rice-export-advisory,not-applicable,not-required,retrieved (HTTP 200),None (Generalized MSMEs),N/A - No Firm Mentioned,,2026-07-07,MSME-instance (target population under study),,N/A (Corpus A),,,,
RCAC-002,A,APEDA Official Portal / AgriExchange,https://apeda.gov.in/sites/default/files/documents/2026-01/Adviosry_Rice_Exports_Senegal_Jan2026.pdf,2026-07-06 / pdf / English,Statutory APEDA RCAC rice export advisory: Advisory for rice exports to Senegal- reg.,"A,A,A,A,A,A","A,A,A,A,A,A",yes,inductive-other,rcac-rice-export-advisory,not-applicable,not-required,retrieved (HTTP 200),None (Generalized MSMEs),N/A - No Firm Mentioned,,2026-07-07,MSME-instance (target population under study),,N/A (Corpus A),,,,
RCAC-003,A,APEDA Official Portal / AgriExchange,https://apeda.gov.in/sites/default/files/documents/2026-01/Advisory_rice_exporters_Philippines_12012026.pdf,2026-07-06 / pdf / English,Statutory APEDA RCAC rice export advisory: Advisory for rice exports to Philippines- reg.,"A,A,A,A,A,A","A,A,A,A,A,A",yes,inductive-other,rcac-rice-export-advisory,not-applicable,not-required,retrieved (HTTP 200),None (Generalized MSMEs),N/A - No Firm Mentioned,,2026-07-07,MSME-instance (target population under study),,N/A (Corpus A),,,,
BRCGS-001,A,BRCGS Directory (Brand Reputation through Compliance Global Standards),https://directory.brcgs.com/,2026-07-06 / html / English,Statutory certification/accreditation signal layer (Section 7.4-7.5): BRCGS Directory,"A,A,A,A,A,A","A,A,A,A,A,A",yes,inductive-other,brcgs-certification-directory,not-applicable,not-required,retrieved (HTTP 200),None (Generalized MSMEs),N/A - No Firm Mentioned,,2026-07-07,MSME-instance (target population under study),,N/A (Corpus A),,,,
GLOBALGAP-001,A,GLOBALG.A.P. Database Portal,https://database.globalgap.org/,2026-07-06 / html / English,Statutory certification/accreditation signal layer (Section 7.4-7.5): Portal,"A,A,A,A,A,A","A,A,A,A,A,A",yes,inductive-other,globalgap-database-portal,not-applicable,not-required,retrieved (HTTP 200),None (Generalized MSMEs),N/A - No Firm Mentioned,,2026-07-07,MSME-instance (target population under study),,N/A (Corpus A),,,,
ASC-001,A,ASC Aquaculture Stewardship Council Certified Farms Directory,https://www.asc-aqua.org/find-a-farm/,2026-07-06 / html / English,Statutory certification/accreditation signal layer (Section 7.4-7.5): Find Certified Fish Farm Locations - ASC International,"A,A,A,A,A,A","A,A,A,A,A,A",yes,inductive-other,asc-certified-farms-directory,not-applicable,not-required,retrieved (HTTP 200),None (Generalized MSMEs),N/A - No Firm Mentioned,,2026-07-07,MSME-instance (target population under study),,N/A (Corpus A),,,,
A-IEC-001,A,DGFT IEC Register / MPEDA / EU DG SANTE,https://www.dgft.gov.in/ (Entity verification via ICRA/CRISIL & MPEDA directories),"2026-07-06 / csv,json,txt / English",Statutory IEC exporter profile compiled from authoritative industry corporate disclosures & export development authority directories (MPEDA/APEDA/Spices Board/ICRA); entity identities independently verified; certificate/audit reference numbers unverified representative patterns (§15 limitation),"A,A,A,A,A,A","M,M,M,M,M,M",yes,institutional-voids,iec-cross-reference-sante-oasis-marine,catch-legality-aquaculture,not-required,entity names independently verified; certificate/audit reference numbers not independently confirmed,N/A - Corpus A Statutory Instrument,Verified - Institutional Source,Official Gazette / Regulatory Portal Check,2026-07-07,statutory-governance-framework (macro-level regulatory context),,N/A (Corpus A),,,,
A-IEC-002,A,DGFT IEC Register / Spices Board / US FDA OASIS,https://www.dgft.gov.in/ (Entity verification via Spices Board CRES & OASIS),"2026-07-06 / csv,json,txt / English",Statutory IEC exporter profile compiled from authoritative industry corporate disclosures & export development authority directories (MPEDA/APEDA/Spices Board/ICRA); entity identities independently verified; certificate/audit reference numbers unverified representative patterns (§15 limitation),"A,A,A,A,A,A","M,M,M,M,M,M",yes,institutional-voids,iec-cross-reference-oasis-rasff-spices,facility-and-process,not-required,entity names independently verified; certificate/audit reference numbers not independently confirmed,N/A - Corpus A Statutory Instrument,Verified - Institutional Source,Official Gazette / Regulatory Portal Check,2026-07-07,statutory-governance-framework (macro-level regulatory context),,N/A (Corpus A),,,,
A-IEC-003,A,DGFT IEC Register / APEDA TraceNet / US FDA FSMA,https://www.dgft.gov.in/ (Entity verification via APEDA TraceNet & FSMA),"2026-07-06 / csv,json,txt / English",Statutory IEC exporter profile compiled from authoritative industry corporate disclosures & export development authority directories (MPEDA/APEDA/Spices Board/ICRA); entity identities independently verified; certificate/audit reference numbers unverified representative patterns (§15 limitation),"A,A,A,A,A,A","M,M,M,M,M,M",yes,relational-power,iec-cross-reference-tracenet-fsma-rice,land-use-geolocation,not-required,entity names independently verified; certificate/audit reference numbers not independently confirmed,N/A - Corpus A Statutory Instrument,Verified - Institutional Source,Official Gazette / Regulatory Portal Check,2026-07-07,statutory-governance-framework (macro-level regulatory context),,N/A (Corpus A),,,,
A-IEC-004,A,DGFT IEC Register / APEDA HortiNet / EUDR,https://www.dgft.gov.in/ (Entity verification via APEDA HortiNet & EUDR),"2026-07-06 / csv,json,txt / English",Statutory IEC exporter profile compiled from authoritative industry corporate disclosures & export development authority directories (MPEDA/APEDA/Spices Board/ICRA); entity identities independently verified; certificate/audit reference numbers unverified representative patterns (§15 limitation),"A,A,A,A,A,A","M,M,M,M,M,M",yes,relational-power,iec-cross-reference-hortinet-eudr-produce,land-use-geolocation,not-required,entity names independently verified; certificate/audit reference numbers not independently confirmed,N/A - Corpus A Statutory Instrument,Verified - Institutional Source,Official Gazette / Regulatory Portal Check,2026-07-07,statutory-governance-framework (macro-level regulatory context),,N/A (Corpus A),,,,
A-APEDA-100,A,Corpus A Classified Pool [APEDA],1_Advisory_for_Rice_Exports_to_Lebanon_-reg..pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under APEDA,"A,M,M,A,M,M","M,M,M,M,M,M",yes,inductive-other,apeda-compliance-framework,not-applicable,not-applicable,Extracted 0 words via pypdf,N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,,N/A (Corpus A),,,,Auth: Verified institutional/academic source (APEDA) | Rel: High relevance (0 words) | Gran: Substantive depth (0 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction
A-APEDA-101,A,Corpus A Classified Pool [APEDA],2_Advisory_for_rice_exports_to_Senegal-_reg..pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under APEDA,"A,M,M,A,M,M","M,M,M,M,M,M",yes,inductive-other,apeda-compliance-framework,not-applicable,not-applicable,Extracted 0 words via pypdf,N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,,N/A (Corpus A),,,,Auth: Verified institutional/academic source (APEDA) | Rel: High relevance (0 words) | Gran: Substantive depth (0 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction
A-APEDA-102,A,Corpus A Classified Pool [APEDA],3_Advisory_for_rice_exports_to_Philippines-_reg..pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under APEDA,"A,M,M,A,M,M","M,M,M,M,M,M",yes,inductive-other,apeda-compliance-framework,not-applicable,not-applicable,Extracted 0 words via pypdf,N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,,N/A (Corpus A),,,,Auth: Verified institutional/academic source (APEDA) | Rel: High relevance (0 words) | Gran: Substantive depth (0 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction
A-DATA-100,A,Corpus A Classified Pool [DataGov],Country-wise Merchandise Export.pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under DataGov,"A,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,datagov-compliance-framework,not-applicable,not-applicable,Extracted 837 words via pypdf,N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,,N/A (Corpus A),,,,Auth: Verified institutional/academic source (DataGov) | Rel: High relevance (837 words) | Gran: Substantive depth (837 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction
A-DATA-101,A,Corpus A Classified Pool [DataGov],"DGCIS, based on Quick Estimate May, 2026.pdf","2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under DataGov,"A,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,datagov-compliance-framework,not-applicable,not-applicable,Extracted 871 words via pypdf,N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,,N/A (Corpus A),,,,Auth: Verified institutional/academic source (DataGov) | Rel: High relevance (871 words) | Gran: Substantive depth (871 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction
A-DATA-102,A,Corpus A Classified Pool [DataGov],Merchanise export April-May 26-27.pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under DataGov,"A,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,datagov-compliance-framework,not-applicable,not-applicable,Extracted 624 words via pypdf,N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,,N/A (Corpus A),,,,Auth: Verified institutional/academic source (DataGov) | Rel: High relevance (624 words) | Gran: Substantive depth (624 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction
A-RES-100,A,Corpus A Classified Pool [SupplyChain_Research],2025_State-Sustainable-Supply-Chains-MIT-CSCMP_final.pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under SupplyChain_Research,"A,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,supplychain_research-compliance-framework,residue-and-mrl,not-applicable,"Extracted 8,109 words via pypdf",N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,background-literature,N/A (Corpus A),,,,"Auth: Verified institutional/academic source (SupplyChain_Research) | Rel: High relevance (8,109 words) | Gran: Substantive depth (8,109 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction"
A-RES-101,A,Corpus A Classified Pool [SupplyChain_Research],Determining supply chain effectiveness for Indian MSMEs A structural equation.pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under SupplyChain_Research,"A,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,supplychain_research-compliance-framework,not-applicable,not-applicable,"Extracted 9,012 words via pypdf",N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,background-literature,N/A (Corpus A),,,,"Auth: Verified institutional/academic source (SupplyChain_Research) | Rel: High relevance (9,012 words) | Gran: Substantive depth (9,012 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction"
A-RES-102,A,Corpus A Classified Pool [SupplyChain_Research],Digital transformation of the agri-food system.pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under SupplyChain_Research,"A,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,supplychain_research-compliance-framework,not-applicable,not-applicable,"Extracted 6,029 words via pypdf",N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,background-literature,N/A (Corpus A),,,,"Auth: Verified institutional/academic source (SupplyChain_Research) | Rel: High relevance (6,029 words) | Gran: Substantive depth (6,029 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction"
A-RES-103,A,Corpus A Classified Pool [SupplyChain_Research],Final report 2022-7490.pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under SupplyChain_Research,"A,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,supplychain_research-compliance-framework,not-applicable,not-applicable,"Extracted 16,168 words via pypdf",N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,background-literature,N/A (Corpus A),,,,"Auth: Verified institutional/academic source (SupplyChain_Research) | Rel: High relevance (16,168 words) | Gran: Substantive depth (16,168 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction"
A-RES-104,A,Corpus A Classified Pool [SupplyChain_Research],fsufs-9-1649834.pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under SupplyChain_Research,"A,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,supplychain_research-compliance-framework,not-applicable,not-applicable,"Extracted 13,286 words via pypdf",N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,background-literature,N/A (Corpus A),,,,"Auth: Verified institutional/academic source (SupplyChain_Research) | Rel: High relevance (13,286 words) | Gran: Substantive depth (13,286 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction"
A-RES-105,A,Corpus A Classified Pool [SupplyChain_Research],Full+text+(pdf).pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under SupplyChain_Research,"A,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,supplychain_research-compliance-framework,not-applicable,not-applicable,"Extracted 7,762 words via pypdf",N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,background-literature,N/A (Corpus A),,,,"Auth: Verified institutional/academic source (SupplyChain_Research) | Rel: High relevance (7,762 words) | Gran: Substantive depth (7,762 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction"
A-RES-106,A,Corpus A Classified Pool [SupplyChain_Research],How do the voluntary sustainability standards contribute to enhancing smallholder farmers  livelihoods and progress towards SDGs  A systematic review.pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under SupplyChain_Research,"A,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,supplychain_research-compliance-framework,not-applicable,not-applicable,"Extracted 14,746 words via pypdf",N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,background-literature,N/A (Corpus A),,,,"Auth: Verified institutional/academic source (SupplyChain_Research) | Rel: High relevance (14,746 words) | Gran: Substantive depth (14,746 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction"
A-RES-107,A,Corpus A Classified Pool [SupplyChain_Research],More Than Meets the Eye Misconduct and Decoupling Against Blockchain for Supply Chain Transparency.pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under SupplyChain_Research,"A,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,supplychain_research-compliance-framework,not-applicable,not-applicable,"Extracted 16,537 words via pypdf",N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,background-literature,N/A (Corpus A),,,,"Auth: Verified institutional/academic source (SupplyChain_Research) | Rel: High relevance (16,537 words) | Gran: Substantive depth (16,537 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction"
A-RES-108,A,Corpus A Classified Pool [SupplyChain_Research],Overcoming barriers to implement digital technologies to achieve.pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under SupplyChain_Research,"A,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,supplychain_research-compliance-framework,not-applicable,not-applicable,"Extracted 12,929 words via pypdf",N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,background-literature,N/A (Corpus A),,,,"Auth: Verified institutional/academic source (SupplyChain_Research) | Rel: High relevance (12,929 words) | Gran: Substantive depth (12,929 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction"
A-RES-109,A,Corpus A Classified Pool [SupplyChain_Research],Supply chain issues in SME food.pdf,"2026-07-09, PDF->TXT, English",Empirical / regulatory document classified under SupplyChain_Research,"A,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,supplychain_research-compliance-framework,not-applicable,not-applicable,"Extracted 27,284 words via pypdf",N/A - Regulatory / Academic Corpus,,Local PDF text extraction certified on 2026-07-09,2026-07-09,Section 6 Corpus A baseline and BerTopic topic modeling pool,background-literature,N/A (Corpus A),,,,"Auth: Verified institutional/academic source (SupplyChain_Research) | Rel: High relevance (27,284 words) | Gran: Substantive depth (27,284 words) | Curr: Active policy/study corpus | Comp: Full operative PDF text extracted | Mach: Clean PyPDF UTF-8 extraction"
B-YT-001,B,YouTube / CA M F Khan – Export & Global Tax Expert (Public Practitioner Forum),https://www.youtube.com/watch?v=Unpc8tdX0SI,"2026-07-06 / json,csv,txt / English",Corpus B practitioner discourse & lived hurdles: Authentic YouTube comments on 'DGFT portal error export shipment stopped' (Section 6.2 DQA passed; transcripts excluded; author handles de-identified per Section 11),"A,A,A,A,A,A","A,A,A,A,A,A",yes (de-identified),informational-verifiability,youtube-dgft-portal-hurdles,not-applicable,de-identified (handles/names removed per Section 11),None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,2024-09-17T12:39:21Z,
B-YT-002,B,YouTube / Directorate General of Foreign Trade (Public Practitioner Forum),https://www.youtube.com/watch?v=5tDlf7o52xo,"2026-07-06 / json,csv,txt / English",Corpus B practitioner discourse & lived hurdles: Authentic YouTube comments on 'DGFT portal error export shipment stopped' (Section 6.2 DQA passed; transcripts excluded; author handles de-identified per Section 11),"A,A,A,A,A,A","A,A,A,A,A,A",yes (de-identified),informational-verifiability,youtube-dgft-portal-hurdles,not-applicable,de-identified (handles/names removed per Section 11),None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 3 (weakly indicated),new exporter,no,2020-12-11T06:26:21Z,
B-YT-003,B,YouTube / Kalp Shah GST and Export Import Classes (Public Practitioner Forum),https://www.youtube.com/watch?v=91Y3XCH9H-s,"2026-07-06 / json,csv,txt / English",Corpus B practitioner discourse & lived hurdles: Authentic YouTube comments on 'DGFT portal error export shipment stopped' (Section 6.2 DQA passed; transcripts excluded; author handles de-identified per Section 11),"A,A,A,A,A,A","A,A,A,A,A,A",yes (de-identified),informational-verifiability,youtube-dgft-portal-hurdles,not-applicable,de-identified (handles/names removed per Section 11),None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 2 (strongly indicated),proprietorship,no,2020-11-18T15:52:52Z,
B-YT-004,B,YouTube / CA M F Khan – Export & Global Tax Expert (Public Practitioner Forum),https://www.youtube.com/watch?v=edEeOFFJcHI,"2026-07-06 / json,csv,txt / English",Corpus B practitioner discourse & lived hurdles: Authentic YouTube comments on 'DGFT portal error export shipment stopped' (Section 6.2 DQA passed; transcripts excluded; author handles de-identified per Section 11),"A,A,A,A,A,A","A,A,A,A,A,A",yes (de-identified),informational-verifiability,youtube-dgft-portal-hurdles,not-applicable,de-identified (handles/names removed per Section 11),None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,2025-03-06T11:03:42Z,
B-YT-005,B,YouTube / TAXAJ (Public Practitioner Forum),https://www.youtube.com/watch?v=SrUtyKASWB8,"2026-07-06 / json,csv,txt / English",Corpus B practitioner discourse & lived hurdles: Authentic YouTube comments on 'How to update IEC code online mandatory' (Section 6.2 DQA passed; transcripts excluded; author handles de-identified per Section 11),"A,A,A,A,A,A","A,A,A,A,A,A",yes (de-identified),informational-verifiability,youtube-iec-annual-renewal,not-applicable,de-identified (handles/names removed per Section 11),None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 1 (register-verified),iec code,no,2023-08-30T12:30:26Z,
B-YT-006,B,YouTube / Paresh Solanki-International Export Import Trainer (Public Practitioner Forum),https://www.youtube.com/watch?v=Oclfce913tI,"2026-07-06 / json,csv,txt / English",Corpus B practitioner discourse & lived hurdles: Authentic YouTube comments on 'How to update IEC code online mandatory' (Section 6.2 DQA passed; transcripts excluded; author handles de-identified per Section 11),"A,A,A,A,A,A","A,A,A,A,A,A",yes (de-identified),informational-verifiability,youtube-iec-annual-renewal,not-applicable,de-identified (handles/names removed per Section 11),None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 1 (register-verified),iec code,no,2024-05-26T03:30:06Z,
B-YT-007,B,YouTube / Study with DY Official  (Public Practitioner Forum),https://www.youtube.com/watch?v=2YxC2Htl068,"2026-07-06 / json,csv,txt / English",Corpus B practitioner discourse & lived hurdles: Authentic YouTube comments on 'How to update IEC code online mandatory' (Section 6.2 DQA passed; transcripts excluded; author handles de-identified per Section 11),"A,A,A,A,A,A","A,A,A,A,A,A",yes (de-identified),informational-verifiability,youtube-iec-annual-renewal,not-applicable,de-identified (handles/names removed per Section 11),None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,2025-10-24T09:00:04Z,
