chunk_id,parent_doc_id,corpus_tier,page_range,word_range,word_count,chunk_path,parent_dqa_score,parent_locus_tag,parent_verification_logic
B-GD-021-C02,B-GD-021,B,N/A (Web Scraped / Text Extract),271 - 510,240,CorpusB_Chunks\B-GD-021\B-GD-021-C02.txt,"M,A,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-023-C01,B-GD-023,B,N/A (Web Scraped / Text Extract),1 - 298,298,CorpusB_Chunks\B-GD-023\B-GD-023-C01.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-023-C03,B-GD-023,B,N/A (Web Scraped / Text Extract),551 - 801,251,CorpusB_Chunks\B-GD-023\B-GD-023-C03.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-023-C06,B-GD-023,B,N/A (Web Scraped / Text Extract),1309 - 1411,103,CorpusB_Chunks\B-GD-023\B-GD-023-C06.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-024-C01,B-GD-024,B,N/A (Web Scraped / Text Extract),1 - 265,265,CorpusB_Chunks\B-GD-024\B-GD-024-C01.txt,"M,M,A,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-024-C03,B-GD-024,B,N/A (Web Scraped / Text Extract),547 - 805,259,CorpusB_Chunks\B-GD-024\B-GD-024-C03.txt,"M,M,A,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-024-C05,B-GD-024,B,N/A (Web Scraped / Text Extract),1056 - 1193,138,CorpusB_Chunks\B-GD-024\B-GD-024-C05.txt,"M,M,A,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-025-C01,B-GD-025,B,N/A (Web Scraped / Text Extract),1 - 349,349,CorpusB_Chunks\B-GD-025\B-GD-025-C01.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-025-C03,B-GD-025,B,N/A (Web Scraped / Text Extract),733 - 993,261,CorpusB_Chunks\B-GD-025\B-GD-025-C03.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-025-C06,B-GD-025,B,N/A (Web Scraped / Text Extract),1579 - 1870,292,CorpusB_Chunks\B-GD-025\B-GD-025-C06.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-026-C01,B-GD-026,B,N/A (Web Scraped / Text Extract),1 - 258,258,CorpusB_Chunks\B-GD-026\B-GD-026-C01.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-026-C03,B-GD-026,B,N/A (Web Scraped / Text Extract),540 - 764,225,CorpusB_Chunks\B-GD-026\B-GD-026-C03.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-027-C01,B-GD-027,B,N/A (Web Scraped / Text Extract),1 - 258,258,CorpusB_Chunks\B-GD-027\B-GD-027-C01.txt,"A,A,M,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-027-C03,B-GD-027,B,N/A (Web Scraped / Text Extract),532 - 720,189,CorpusB_Chunks\B-GD-027\B-GD-027-C03.txt,"A,A,M,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-029-C01,B-GD-029,B,N/A (Web Scraped / Text Extract),1 - 265,265,CorpusB_Chunks\B-GD-029\B-GD-029-C01.txt,"M,A,M,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-029-C03,B-GD-029,B,N/A (Web Scraped / Text Extract),628 - 903,276,CorpusB_Chunks\B-GD-029\B-GD-029-C03.txt,"M,A,M,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-029-C06,B-GD-029,B,N/A (Web Scraped / Text Extract),1417 - 1537,121,CorpusB_Chunks\B-GD-029\B-GD-029-C06.txt,"M,A,M,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-030-C01,B-GD-030,B,N/A (Web Scraped / Text Extract),1 - 274,274,CorpusB_Chunks\B-GD-030\B-GD-030-C01.txt,"M,A,A,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-030-C02,B-GD-030,B,N/A (Web Scraped / Text Extract),275 - 483,209,CorpusB_Chunks\B-GD-030\B-GD-030-C02.txt,"M,A,A,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-031-C01,B-GD-031,B,N/A (Web Scraped / Text Extract),1 - 312,312,CorpusB_Chunks\B-GD-031\B-GD-031-C01.txt,"M,A,M,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-031-C03,B-GD-031,B,N/A (Web Scraped / Text Extract),579 - 734,156,CorpusB_Chunks\B-GD-031\B-GD-031-C03.txt,"M,A,M,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-032-C01,B-GD-032,B,N/A (Web Scraped / Text Extract),1 - 308,308,CorpusB_Chunks\B-GD-032\B-GD-032-C01.txt,"M,A,M,A,A,A",gdelt-dgft-icegate-glitches,media-signaling-and-border-rejections (external trade friction)
B-GD-032-C04,B-GD-032,B,N/A (Web Scraped / Text Extract),926 - 1157,232,CorpusB_Chunks\B-GD-032\B-GD-032-C04.txt,"M,A,M,A,A,A",gdelt-dgft-icegate-glitches,media-signaling-and-border-rejections (external trade friction)
B-GD-033-C01,B-GD-033,B,N/A (Web Scraped / Text Extract),1 - 250,250,CorpusB_Chunks\B-GD-033\B-GD-033-C01.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-033-C04,B-GD-033,B,N/A (Web Scraped / Text Extract),846 - 1145,300,CorpusB_Chunks\B-GD-033\B-GD-033-C04.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-034-C01,B-GD-034,B,N/A (Web Scraped / Text Extract),1 - 284,284,CorpusB_Chunks\B-GD-034\B-GD-034-C01.txt,"M,M,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-034-C03,B-GD-034,B,N/A (Web Scraped / Text Extract),545 - 653,109,CorpusB_Chunks\B-GD-034\B-GD-034-C03.txt,"M,M,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-035-C01,B-GD-035,B,N/A (Web Scraped / Text Extract),1 - 251,251,CorpusB_Chunks\B-GD-035\B-GD-035-C01.txt,"M,A,M,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-035-C03,B-GD-035,B,N/A (Web Scraped / Text Extract),502 - 795,294,CorpusB_Chunks\B-GD-035\B-GD-035-C03.txt,"M,A,M,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-036-C01,B-GD-036,B,N/A (Web Scraped / Text Extract),1 - 256,256,CorpusB_Chunks\B-GD-036\B-GD-036-C01.txt,"M,A,M,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-036-C04,B-GD-036,B,N/A (Web Scraped / Text Extract),802 - 1064,263,CorpusB_Chunks\B-GD-036\B-GD-036-C04.txt,"M,A,M,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-037-C01,B-GD-037,B,N/A (Web Scraped / Text Extract),1 - 259,259,CorpusB_Chunks\B-GD-037\B-GD-037-C01.txt,"M,A,M,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-037-C04,B-GD-037,B,N/A (Web Scraped / Text Extract),770 - 1153,384,CorpusB_Chunks\B-GD-037\B-GD-037-C04.txt,"M,A,M,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-038-C01,B-GD-038,B,N/A (Web Scraped / Text Extract),1 - 252,252,CorpusB_Chunks\B-GD-038\B-GD-038-C01.txt,"M,M,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-038-C03,B-GD-038,B,N/A (Web Scraped / Text Extract),503 - 602,100,CorpusB_Chunks\B-GD-038\B-GD-038-C03.txt,"M,M,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-039-C01,B-GD-039,B,N/A (Web Scraped / Text Extract),1 - 277,277,CorpusB_Chunks\B-GD-039\B-GD-039-C01.txt,"M,M,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-039-C02,B-GD-039,B,N/A (Web Scraped / Text Extract),278 - 631,354,CorpusB_Chunks\B-GD-039\B-GD-039-C02.txt,"M,M,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-040-C01,B-GD-040,B,N/A (Web Scraped / Text Extract),1 - 261,261,CorpusB_Chunks\B-GD-040\B-GD-040-C01.txt,"A,A,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-040-C02,B-GD-040,B,N/A (Web Scraped / Text Extract),262 - 559,298,CorpusB_Chunks\B-GD-040\B-GD-040-C02.txt,"A,A,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-041-C01,B-GD-041,B,N/A (Web Scraped / Text Extract),1 - 253,253,CorpusB_Chunks\B-GD-041\B-GD-041-C01.txt,"A,A,A,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-041-C04,B-GD-041,B,N/A (Web Scraped / Text Extract),766 - 934,169,CorpusB_Chunks\B-GD-041\B-GD-041-C04.txt,"A,A,A,A,A,A",gdelt-spices-sps-hurdles,media-signaling-and-border-rejections (external trade friction)
B-GD-043-C01,B-GD-043,B,N/A (Web Scraped / Text Extract),1 - 286,286,CorpusB_Chunks\B-GD-043\B-GD-043-C01.txt,"A,M,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-043-C02,B-GD-043,B,N/A (Web Scraped / Text Extract),287 - 549,263,CorpusB_Chunks\B-GD-043\B-GD-043-C02.txt,"A,M,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-044-C01,B-GD-044,B,N/A (Web Scraped / Text Extract),1 - 293,293,CorpusB_Chunks\B-GD-044\B-GD-044-C01.txt,"M,A,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-044-C02,B-GD-044,B,N/A (Web Scraped / Text Extract),294 - 556,263,CorpusB_Chunks\B-GD-044\B-GD-044-C02.txt,"M,A,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-045-C01,B-GD-045,B,N/A (Web Scraped / Text Extract),1 - 266,266,CorpusB_Chunks\B-GD-045\B-GD-045-C01.txt,"M,M,M,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-045-C02,B-GD-045,B,N/A (Web Scraped / Text Extract),267 - 451,185,CorpusB_Chunks\B-GD-045\B-GD-045-C02.txt,"M,M,M,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-046-C01,B-GD-046,B,N/A (Web Scraped / Text Extract),1 - 275,275,CorpusB_Chunks\B-GD-046\B-GD-046-C01.txt,"A,M,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-046-C03,B-GD-046,B,N/A (Web Scraped / Text Extract),532 - 783,252,CorpusB_Chunks\B-GD-046\B-GD-046-C03.txt,"A,M,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-047-C01,B-GD-047,B,N/A (Web Scraped / Text Extract),1 - 268,268,CorpusB_Chunks\B-GD-047\B-GD-047-C01.txt,"A,A,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-047-C03,B-GD-047,B,N/A (Web Scraped / Text Extract),541 - 765,225,CorpusB_Chunks\B-GD-047\B-GD-047-C03.txt,"A,A,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-050-C01,B-GD-050,B,N/A (Web Scraped / Text Extract),1 - 262,262,CorpusB_Chunks\B-GD-050\B-GD-050-C01.txt,"M,M,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-050-C02,B-GD-050,B,N/A (Web Scraped / Text Extract),263 - 595,333,CorpusB_Chunks\B-GD-050\B-GD-050-C02.txt,"M,M,A,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-052-C01,B-GD-052,B,N/A (Web Scraped / Text Extract),1 - 281,281,CorpusB_Chunks\B-GD-052\B-GD-052-C01.txt,"A,A,M,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-052-C04,B-GD-052,B,N/A (Web Scraped / Text Extract),825 - 917,93,CorpusB_Chunks\B-GD-052\B-GD-052-C04.txt,"A,A,M,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-054-C01,B-GD-054,B,N/A (Web Scraped / Text Extract),1 - 264,264,CorpusB_Chunks\B-GD-054\B-GD-054-C01.txt,"M,A,M,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-054-C02,B-GD-054,B,N/A (Web Scraped / Text Extract),265 - 538,274,CorpusB_Chunks\B-GD-054\B-GD-054-C02.txt,"M,A,M,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-055-C01,B-GD-055,B,N/A (Web Scraped / Text Extract),1 - 358,358,CorpusB_Chunks\B-GD-055\B-GD-055-C01.txt,"M,A,M,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-055-C02,B-GD-055,B,N/A (Web Scraped / Text Extract),359 - 491,133,CorpusB_Chunks\B-GD-055\B-GD-055-C02.txt,"M,A,M,A,A,A",gdelt-basmati-mrl-rejections,media-signaling-and-border-rejections (external trade friction)
B-GD-056-C01,B-GD-056,B,N/A (Web Scraped / Text Extract),1 - 267,267,CorpusB_Chunks\B-GD-056\B-GD-056-C01.txt,"A,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-056-C02,B-GD-056,B,N/A (Web Scraped / Text Extract),268 - 518,251,CorpusB_Chunks\B-GD-056\B-GD-056-C02.txt,"A,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-057-C01,B-GD-057,B,N/A (Web Scraped / Text Extract),1 - 266,266,CorpusB_Chunks\B-GD-057\B-GD-057-C01.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-057-C03,B-GD-057,B,N/A (Web Scraped / Text Extract),565 - 842,278,CorpusB_Chunks\B-GD-057\B-GD-057-C03.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-057-C06,B-GD-057,B,N/A (Web Scraped / Text Extract),1377 - 1493,117,CorpusB_Chunks\B-GD-057\B-GD-057-C06.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-058-C01,B-GD-058,B,N/A (Web Scraped / Text Extract),1 - 265,265,CorpusB_Chunks\B-GD-058\B-GD-058-C01.txt,"M,A,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-058-C02,B-GD-058,B,N/A (Web Scraped / Text Extract),266 - 446,181,CorpusB_Chunks\B-GD-058\B-GD-058-C02.txt,"M,A,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-059-C01,B-GD-059,B,N/A (Web Scraped / Text Extract),1 - 259,259,CorpusB_Chunks\B-GD-059\B-GD-059-C01.txt,"M,M,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-059-C03,B-GD-059,B,N/A (Web Scraped / Text Extract),511 - 770,260,CorpusB_Chunks\B-GD-059\B-GD-059-C03.txt,"M,M,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-060-C01,B-GD-060,B,N/A (Web Scraped / Text Extract),1 - 261,261,CorpusB_Chunks\B-GD-060\B-GD-060-C01.txt,"M,M,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-060-C02,B-GD-060,B,N/A (Web Scraped / Text Extract),262 - 434,173,CorpusB_Chunks\B-GD-060\B-GD-060-C02.txt,"M,M,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-061-C01,B-GD-061,B,N/A (Web Scraped / Text Extract),1 - 262,262,CorpusB_Chunks\B-GD-061\B-GD-061-C01.txt,"A,M,A,A,A,A",gdelt-rodtep-scrip-delays,media-signaling-and-border-rejections (external trade friction)
B-GD-061-C02,B-GD-061,B,N/A (Web Scraped / Text Extract),263 - 459,197,CorpusB_Chunks\B-GD-061\B-GD-061-C02.txt,"A,M,A,A,A,A",gdelt-rodtep-scrip-delays,media-signaling-and-border-rejections (external trade friction)
B-GD-065-C01,B-GD-065,B,N/A (Web Scraped / Text Extract),1 - 250,250,CorpusB_Chunks\B-GD-065\B-GD-065-C01.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-065-C02,B-GD-065,B,N/A (Web Scraped / Text Extract),251 - 543,293,CorpusB_Chunks\B-GD-065\B-GD-065-C02.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-067-C01,B-GD-067,B,N/A (Web Scraped / Text Extract),1 - 286,286,CorpusB_Chunks\B-GD-067\B-GD-067-C01.txt,"M,M,A,A,A,A",gdelt-customs-clearance-holds,media-signaling-and-border-rejections (external trade friction)
B-GD-067-C03,B-GD-067,B,N/A (Web Scraped / Text Extract),572 - 670,99,CorpusB_Chunks\B-GD-067\B-GD-067-C03.txt,"M,M,A,A,A,A",gdelt-customs-clearance-holds,media-signaling-and-border-rejections (external trade friction)
B-GD-068-C01,B-GD-068,B,N/A (Web Scraped / Text Extract),1 - 263,263,CorpusB_Chunks\B-GD-068\B-GD-068-C01.txt,"M,A,A,A,A,A",gdelt-dgft-icegate-glitches,media-signaling-and-border-rejections (external trade friction)
B-GD-068-C03,B-GD-068,B,N/A (Web Scraped / Text Extract),517 - 850,334,CorpusB_Chunks\B-GD-068\B-GD-068-C03.txt,"M,A,A,A,A,A",gdelt-dgft-icegate-glitches,media-signaling-and-border-rejections (external trade friction)
B-GD-069-C01,B-GD-069,B,N/A (Web Scraped / Text Extract),1 - 303,303,CorpusB_Chunks\B-GD-069\B-GD-069-C01.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-069-C04,B-GD-069,B,N/A (Web Scraped / Text Extract),847 - 1024,178,CorpusB_Chunks\B-GD-069\B-GD-069-C04.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-070-C01,B-GD-070,B,N/A (Web Scraped / Text Extract),1 - 283,283,CorpusB_Chunks\B-GD-070\B-GD-070-C01.txt,"A,M,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-070-C02,B-GD-070,B,N/A (Web Scraped / Text Extract),284 - 519,236,CorpusB_Chunks\B-GD-070\B-GD-070-C02.txt,"A,M,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-071-C01,B-GD-071,B,N/A (Web Scraped / Text Extract),1 - 250,250,CorpusB_Chunks\B-GD-071\B-GD-071-C01.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-071-C03,B-GD-071,B,N/A (Web Scraped / Text Extract),501 - 750,250,CorpusB_Chunks\B-GD-071\B-GD-071-C03.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-071-C06,B-GD-071,B,N/A (Web Scraped / Text Extract),1387 - 1527,141,CorpusB_Chunks\B-GD-071\B-GD-071-C06.txt,"M,M,M,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-072-C01,B-GD-072,B,N/A (Web Scraped / Text Extract),1 - 280,280,CorpusB_Chunks\B-GD-072\B-GD-072-C01.txt,"M,M,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-072-C02,B-GD-072,B,N/A (Web Scraped / Text Extract),281 - 482,202,CorpusB_Chunks\B-GD-072\B-GD-072-C02.txt,"M,M,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-073-C01,B-GD-073,B,N/A (Web Scraped / Text Extract),1 - 259,259,CorpusB_Chunks\B-GD-073\B-GD-073-C01.txt,"A,M,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-073-C02,B-GD-073,B,N/A (Web Scraped / Text Extract),260 - 452,193,CorpusB_Chunks\B-GD-073\B-GD-073-C02.txt,"A,M,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-075-C01,B-GD-075,B,N/A (Web Scraped / Text Extract),1 - 250,250,CorpusB_Chunks\B-GD-075\B-GD-075-C01.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-075-C02,B-GD-075,B,N/A (Web Scraped / Text Extract),251 - 526,276,CorpusB_Chunks\B-GD-075\B-GD-075-C02.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-076-C01,B-GD-076,B,N/A (Web Scraped / Text Extract),1 - 251,251,CorpusB_Chunks\B-GD-076\B-GD-076-C01.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-076-C03,B-GD-076,B,N/A (Web Scraped / Text Extract),528 - 766,239,CorpusB_Chunks\B-GD-076\B-GD-076-C03.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-078-C01,B-GD-078,B,N/A (Web Scraped / Text Extract),1 - 271,271,CorpusB_Chunks\B-GD-078\B-GD-078-C01.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-078-C02,B-GD-078,B,N/A (Web Scraped / Text Extract),272 - 441,170,CorpusB_Chunks\B-GD-078\B-GD-078-C02.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-079-C01,B-GD-079,B,N/A (Web Scraped / Text Extract),1 - 250,250,CorpusB_Chunks\B-GD-079\B-GD-079-C01.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-079-C02,B-GD-079,B,N/A (Web Scraped / Text Extract),251 - 455,205,CorpusB_Chunks\B-GD-079\B-GD-079-C02.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-080-C01,B-GD-080,B,N/A (Web Scraped / Text Extract),1 - 280,280,CorpusB_Chunks\B-GD-080\B-GD-080-C01.txt,"A,A,M,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-080-C02,B-GD-080,B,N/A (Web Scraped / Text Extract),281 - 459,179,CorpusB_Chunks\B-GD-080\B-GD-080-C02.txt,"A,A,M,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-081-C01,B-GD-081,B,N/A (Web Scraped / Text Extract),1 - 250,250,CorpusB_Chunks\B-GD-081\B-GD-081-C01.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-081-C02,B-GD-081,B,N/A (Web Scraped / Text Extract),251 - 433,183,CorpusB_Chunks\B-GD-081\B-GD-081-C02.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-082-C01,B-GD-082,B,N/A (Web Scraped / Text Extract),1 - 285,285,CorpusB_Chunks\B-GD-082\B-GD-082-C01.txt,"M,A,M,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-082-C02,B-GD-082,B,N/A (Web Scraped / Text Extract),286 - 451,166,CorpusB_Chunks\B-GD-082\B-GD-082-C02.txt,"M,A,M,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-083-C01,B-GD-083,B,N/A (Web Scraped / Text Extract),1 - 310,310,CorpusB_Chunks\B-GD-083\B-GD-083-C01.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-083-C02,B-GD-083,B,N/A (Web Scraped / Text Extract),311 - 595,285,CorpusB_Chunks\B-GD-083\B-GD-083-C02.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-084-C01,B-GD-084,B,N/A (Web Scraped / Text Extract),1 - 395,395,CorpusB_Chunks\B-GD-084\B-GD-084-C01.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-084-C03,B-GD-084,B,N/A (Web Scraped / Text Extract),671 - 836,166,CorpusB_Chunks\B-GD-084\B-GD-084-C03.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-085-C01,B-GD-085,B,N/A (Web Scraped / Text Extract),1 - 342,342,CorpusB_Chunks\B-GD-085\B-GD-085-C01.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-085-C03,B-GD-085,B,N/A (Web Scraped / Text Extract),607 - 752,146,CorpusB_Chunks\B-GD-085\B-GD-085-C03.txt,"M,A,A,A,A,A",gdelt-horticulture-sps-controls,media-signaling-and-border-rejections (external trade friction)
B-GD-086-C01,B-GD-086,B,N/A (Web Scraped / Text Extract),1 - 276,276,CorpusB_Chunks\B-GD-086\B-GD-086-C01.txt,"A,A,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
B-GD-086-C03,B-GD-086,B,N/A (Web Scraped / Text Extract),555 - 673,119,CorpusB_Chunks\B-GD-086\B-GD-086-C03.txt,"A,A,A,A,A,A",gdelt-msme-trade-friction,media-signaling-and-border-rejections (external trade friction)
